customer_id,full_name,email,phone,city,registration_date,age_group,gender,is_premium
CUST01148,Isaac Varkey,kamdarhema@example.com,0155500106,Delhi,2022-03-18,18-24,Male,False
CUST01149,Balhaar Jani,adityasama@example.net,4120270557,Mumbai,2022-03-02,25-34,Female,False
CUST01150,Vincent Basu,vincentsen@example.com,6716675766,Chennai,2021-05-10,18-24,Female,True
CUST01151,Warda Das,triptimann@example.org,5902034194,Hyderabad,2021-05-18,35-44,Female,True
CUST01152,Ishita Bhavsar,qborra@example.org,4784860135,Indore,2021-02-25,25-34,Female,False
CUST01153,Hema Chawla,abduljayaraman@example.com,0206443555,Delhi,2021-08-18,25-34,Male,True
CUST01154,Advika Gaba,kashish12@example.net,00336181685,Bengaluru,2022-08-02,45-54,Male,False
CUST01155,Dominic Batta,patrick55@example.net,4917365184,Pune,2021-10-01,25-34,Male,False
CUST01156,Tanay Jayaraman,hemang28@example.org,+910545230791,Pune,2021-06-29,35-44,Male,False
CUST01157,Aditya Shah,niharikagulati@example.net,03199797860,Hyderabad,2021-08-24,25-34,Male,False
CUST01158,Ishani Bassi,rudramangal@example.org,08885647396,Chennai,2022-01-13,25-34,Male,False
CUST01159,Omkaar Amble,vdevan@example.org,+911965762645,Chennai,2022-01-26,35-44,Male,False
CUST01160,Osha Agarwal,gandhisanaya@example.net,1490968346,Kolkata,2021-06-15,18-24,Male,False
CUST01161,Sudiksha Dutt,dubeanthony@example.net,00073512854,Jaipur,2021-06-24,25-34,Male,False
CUST01162,Atharv Sabharwal,abdulsampath@example.com,6162630903,Delhi,2021-12-11,18-24,Male,False
CUST01163,Dakshesh Deshpande,jbarman@example.org,+917445802808,Chennai,2021-09-22,35-44,Male,False
CUST01164,Victor Mital,lakshmi22@example.net,00777627981,Bengaluru,2022-02-06,55+,Female,False
CUST01165,Gagan Gour,pnarayan@example.org,0797910148,Hyderabad,2022-06-22,55+,Female,False
CUST01166,Ryan Karan,harshil85@example.net,00972544615,Indore,2021-01-17,25-34,Male,False
CUST01167,Champak Bose,padmanabhanzayyan@example.com,5534531979,Kolkata,2022-05-02,25-34,Male,True
CUST01168,Reyansh Sabharwal,krisha95@example.org,1715079920,Ahmedabad,2021-05-26,25-34,Male,False
CUST01169,Rudra Prashad,nakshmurty@example.net,01818413614,Mumbai,2021-12-05,45-54,Female,False
CUST01170,Yashodhara Dey,gandhisamaksh@example.com,06069846975,Indore,2022-05-07,18-24,Male,False
CUST01171,Aishani Pal,ltaneja@example.net,4951873409,Ahmedabad,2021-11-07,55+,Male,False
CUST01172,Reyansh Babu,bhatidika@example.org,+913937887987,Pune,2022-11-18,25-34,Female,False
CUST01173,Zaid Khosla,zbose@example.org,6241250866,Mumbai,2022-02-10,55+,Male,False
CUST01174,Teerth Koshy,dakshahluwalia@example.com,+916141232306,Delhi,2021-09-04,45-54,Male,False
CUST01175,Warjas Nanda,goswamiraghav@example.net,03285349212,Bengaluru,2021-01-09,45-54,Male,False
CUST01176,Hredhaan Panchal,nsodhi@example.org,09076749680,Mumbai,2021-12-07,25-34,Male,False
CUST01177,Arya Saran,cmohanty@example.org,+916963953500,Jaipur,2021-12-02,18-24,Male,False
CUST01178,Oni Sood,nirjakapur@example.org,4662856143,Ahmedabad,2021-02-21,25-34,Female,False
CUST01179,Sarthak Srivastava,raviyashoda@example.net,+913783336512,Delhi,2021-03-05,25-34,Male,True
CUST01180,Ekani Bali,yshere@example.com,8434831394,Jaipur,2022-07-30,18-24,Female,False
CUST01181,Faraj Bassi,lakshdube@example.net,0997432645,Pune,2021-08-12,25-34,Male,False
CUST01182,Jason Goel,bhanumati06@example.org,07462069362,Jaipur,2022-11-25,25-34,Male,False
CUST01183,Krishna Shenoy,divya84@example.com,04244980347,Kolkata,2022-08-25,35-44,Male,False
CUST01184,Meghana Panchal,gautam57@example.org,05687049544,Kolkata,2021-08-05,35-44,Male,True
CUST01185,Kevin Batra,ojasvi63@example.org,+917603897543,Hyderabad,2021-05-07,18-24,Male,False
CUST01186,Lipika Dara,ysankar@example.com,8996579388,Indore,2022-01-27,55+,Male,False
CUST01187,Adweta Gade,isarkar@example.com,01011861628,Indore,2022-09-21,18-24,Female,False
CUST01188,Shaurya Handa,yashawini21@example.net,0568979693,Delhi,2021-10-08,25-34,Male,False
CUST01189,Unni Dua,xalakvasa@example.com,01374421078,Pune,2022-09-21,25-34,Male,True
CUST01190,Nimrat Suresh,ekapaddugar@example.net,1973815310,Chennai,2021-07-12,45-54,Male,True
CUST01191,Ubika Sant,upandya@example.org,04188373686,Kolkata,2021-09-21,18-24,Male,False
CUST01192,Niharika Om,swamykeya@example.com,3868485401,Delhi,2022-12-17,25-34,Male,False
CUST01193,Wakeeta Pingle,ayushbava@example.org,+919338984488,Chennai,2022-08-07,35-44,Male,True
CUST01194,Harish More,anvikhalsa@example.net,+918001472953,Indore,2021-11-08,18-24,Male,False
CUST01195,Anirudh Bala,nwalia@example.org,00957906515,Hyderabad,2021-03-02,35-44,Male,False
CUST01196,Aashi Ratti,rammohammed@example.org,9268322176,Jaipur,2022-07-27,55+,Female,False
CUST01197,Yoshita Devan,bbrahmbhatt@example.org,01638122788,Kolkata,2022-10-17,55+,Male,False
CUST01198,Hardik Kapoor,fdhar@example.net,05897981847,Delhi,2021-09-08,18-24,Male,False
CUST01199,Yagnesh Kala,umanglanka@example.net,+917616621456,Mumbai,2022-04-05,18-24,Female,False
CUST01200,Chandani Kanda,yuvrajvarghese@example.org,08697265327,Chennai,2022-01-20,25-34,Other,False
CUST01201,Fitan Saha,samaksh34@example.org,+912713236363,Jaipur,2021-04-03,25-34,Female,False
CUST01202,Chasmum Jaggi,ndutta@example.com,05816667039,Kolkata,2021-01-22,18-24,Male,False
CUST01203,Girik Tak,nmurty@example.org,+917490128969,Indore,2021-11-20,18-24,Female,True
CUST01204,Tanmayi Minhas,qarinpai@example.net,1623161719,Pune,2021-03-07,55+,Female,True
CUST01205,Saumya Sangha,amaster@example.com,03156616851,Chennai,2022-10-11,45-54,Male,True
CUST01206,Sai Grewal,laban31@example.org,6141111420,Indore,2022-01-30,18-24,Female,False
CUST01207,George Edwin,darasai@example.net,3103161966,Kolkata,2021-02-10,25-34,Male,False
CUST01208,Aradhana Dash,bakshisachi@example.com,06032121883,Chennai,2021-07-04,25-34,Female,True
CUST01209,Warjas Mane,waliadvaith@example.org,0418883621,Jaipur,2021-12-08,18-24,Female,False
CUST01210,Bhavini Shankar,wmitter@example.net,3701351201,Kolkata,2022-02-11,35-44,Female,False
CUST01211,Aadi Dhingra,achana@example.net,8133985350,Ahmedabad,2021-03-31,35-44,Female,True
CUST01212,Divya Kanda,caleb31@example.net,06806333896,Delhi,2021-08-20,45-54,Male,False
CUST01213,Suhani Majumdar,yahvibora@example.org,+916299552375,Jaipur,2021-06-26,35-44,Male,True
CUST01214,Jalsa Sami,arin40@example.org,+915046884853,Chennai,2022-11-26,25-34,Female,False
CUST01215,Chandran Sarma,ayushmandixit@example.org,+919756559404,Pune,2021-04-09,35-44,Female,False
CUST01216,Zarna Swaminathan,charitapillay@example.org,+911750315436,Indore,2022-10-23,25-34,Female,False
CUST01217,Ati Dave,harinakshi82@example.org,08746312867,Mumbai,2022-05-06,25-34,Female,False
CUST01218,Amruta Barad,anandsarthak@example.com,01153402458,Indore,2021-03-26,25-34,Other,False
CUST01219,Varenya Vig,ekbal78@example.org,4467697217,Chennai,2021-01-31,18-24,Female,False
CUST01220,Mekhala Chaudhuri,oni37@example.net,+912612042700,Indore,2022-03-13,18-24,Male,False
CUST01221,Mason Tella,beranathaniel@example.org,7968245319,Delhi,2022-05-14,25-34,Male,False
CUST01222,Chandresh Dugar,iagate@example.net,7933984927,Kolkata,2022-10-01,55+,Female,False
CUST01223,Wriddhish Swamy,raggarwal@example.org,+917450759921,Mumbai,2021-10-14,18-24,Male,False
CUST01224,Fiyaz Ranganathan,charsarthak@example.com,06177783191,Bengaluru,2022-09-23,25-34,Male,False
CUST01225,Tristan Chacko,sainijeevika@example.com,+911879682053,Chennai,2021-03-24,25-34,Male,False
CUST01226,Hemangini Ahluwalia,finn19@example.net,2985714132,Hyderabad,2021-01-11,35-44,Female,False
CUST01227,Udant Prasad,gopalchatterjee@example.org,0459633061,Bengaluru,2022-09-21,18-24,Female,False
CUST01228,Chanchal Nayak,ptoor@example.org,2812795906,Indore,2021-10-04,55+,Female,False
CUST01229,Logan Bhavsar,cgrewal@example.org,7375042843,Chennai,2022-07-15,45-54,Male,False
CUST01230,Peter Char,cnarang@example.com,+917174806758,Ahmedabad,2021-01-21,25-34,Female,False
CUST01231,Unnati Bhagat,netrakumer@example.com,2269776983,Hyderabad,2022-03-01,35-44,Female,True
CUST01232,Panini Taneja,dharfrado@example.org,0445137014,Mumbai,2022-12-03,18-24,Male,False
CUST01233,Waida Pillai,srivastavayash@example.org,+917387678470,Pune,2022-11-15,25-34,Male,False
CUST01234,Vasana Kannan,qnagi@example.com,01103879196,Ahmedabad,2022-02-03,35-44,Male,False
CUST01235,Chandresh Gera,fiyazjayaraman@example.org,8610196369,Bengaluru,2022-11-05,18-24,Female,False
CUST01236,Zashil Rastogi,imaranpradhan@example.net,+918790082766,Kolkata,2022-03-07,25-34,Female,False
CUST01237,Anmol Devi,aashi36@example.org,9567310509,Delhi,2021-12-30,25-34,Male,False
CUST01238,Girindra Dhillon,reddyekaraj@example.net,4871888385,Pune,2021-12-14,25-34,Female,False
CUST01239,Vedant Krishna,tkaur@example.net,5165525704,Ahmedabad,2021-10-17,55+,Male,False
CUST01240,Lavanya Maharaj,mitalisen@example.net,+914327772573,Kolkata,2022-08-05,18-24,Male,False
CUST01241,Nathan Sen,lkrishnan@example.org,9930298640,Kolkata,2022-04-26,35-44,Male,False
CUST01242,Charita Loke,anamikamadan@example.org,09915027610,Chennai,2021-07-07,25-34,Male,False
CUST01243,Chaitaly Behl,sneha96@example.org,3168066516,Ahmedabad,2021-11-06,35-44,Male,False
CUST01244,Siya Kata,lsandhu@example.org,+918866309438,Mumbai,2021-06-01,25-34,Male,False
CUST01245,Balhaar Nazareth,yamini29@example.net,2474025103,Indore,2021-02-02,25-34,Male,False
CUST01246,Tejas Tella,deshmukhjanya@example.com,5946597823,Hyderabad,2022-07-01,45-54,Male,False
CUST01247,Onveer Iyengar,sanya82@example.net,+913370902671,Hyderabad,2022-07-11,25-34,Female,False
CUST01248,Gaurangi Ramanathan,brijesh59@example.org,07153791311,Bengaluru,2022-07-06,25-34,Male,False
CUST01249,Warhi Gole,nigamfalan@example.net,09431513226,Bengaluru,2022-10-13,25-34,Male,True
CUST01250,Rayaan Gandhi,chatresh68@example.com,+910063065858,Hyderabad,2021-04-17,35-44,Female,False
CUST01251,Priya Sura,valamekhala@example.org,01758021625,Mumbai,2021-12-06,25-34,Male,False
CUST01252,Vritti Prabhakar,ekavir50@example.com,+916804756120,Delhi,2021-04-07,55+,Female,False
CUST01253,Tanvi Ratta,jalsanaidu@example.org,9769053046,Jaipur,2021-02-01,25-34,Female,True
CUST01254,Vasana Acharya,devibimala@example.com,+916882859057,Indore,2022-04-30,25-34,Male,False
CUST01255,Ekbal Raman,gunbirshukla@example.com,08768854370,Delhi,2021-08-10,35-44,Female,False
CUST01256,Wakeeta Gokhale,dev98@example.org,07769746257,Chennai,2021-05-14,35-44,Female,False
CUST01257,Daniel Rout,kalameghana@example.net,03127936731,Jaipur,2022-08-08,45-54,Female,False
CUST01258,Jagat Chad,advaithlall@example.org,09891970630,Jaipur,2022-05-09,55+,Female,False
CUST01259,Gaurav Pandey,yoshitasandal@example.net,6636899371,Ahmedabad,2021-09-16,25-34,Male,False
CUST01260,Arin Krishnan,veerchoudhury@example.com,7751372360,Mumbai,2021-03-19,18-24,Female,False
CUST01261,Umang Tank,cvenkatesh@example.org,+917700616563,Mumbai,2022-04-16,18-24,Male,False
CUST01262,Liam Batra,timothy79@example.net,00345852078,Jaipur,2021-09-18,35-44,Male,False
CUST01263,Vyanjana Bhardwaj,vkala@example.com,4519392361,Ahmedabad,2022-04-15,45-54,Male,True
CUST01264,Eshana Dora,saanvirajan@example.com,+919765412286,Indore,2021-02-18,18-24,Male,False
CUST01265,Veda Varma,dhritishenoy@example.com,+918797996037,Jaipur,2022-12-23,18-24,Male,False
CUST01266,Manthan Thaker,omekaja@example.org,0101933375,Pune,2021-09-12,18-24,Female,False
CUST01267,Vincent Thakkar,hrao@example.org,+914655854167,Bengaluru,2022-03-13,45-54,Female,False
CUST01268,Dakshesh Manne,mason99@example.org,8230552294,Bengaluru,2021-02-07,25-34,Male,False
CUST01269,Yuvraj Ranganathan,takbishakha@example.com,00414362428,Delhi,2021-06-21,25-34,Female,True
CUST01270,Madhavi Bala,caleb01@example.org,9927328430,Chennai,2022-07-24,25-34,Female,True
CUST01271,Gauri Golla,hegdevansha@example.com,+916172078684,Bengaluru,2022-10-18,45-54,Male,False
CUST01272,Nathaniel Malhotra,sodhirohan@example.org,7046785012,Kolkata,2021-10-06,35-44,Male,False
CUST01273,Meghana Nagarajan,vamakshibansal@example.net,0463185239,Delhi,2022-01-13,35-44,Female,False
CUST01274,Chatresh Bahri,saikhare@example.org,+915894926552,Bengaluru,2021-05-10,18-24,Female,False
CUST01275,Chandran Chanda,boramanan@example.org,+913625077949,Chennai,2022-03-01,25-34,Female,False
CUST01276,Madhav Mukherjee,suriharita@example.com,09781656427,Mumbai,2021-03-18,35-44,Female,False
CUST01277,Balvan Lad,omishaiyengar@example.net,09287127494,Mumbai,2021-10-24,55+,Male,False
CUST01278,Girish Prashad,rajatasubramanian@example.net,04402881393,Indore,2021-01-25,18-24,Male,False
CUST01279,Jagdish Nair,jhaverinihal@example.org,+910412646243,Jaipur,2022-04-20,18-24,Female,False
CUST01280,Upadhriti Iyer,pandeyriya@example.net,+911634965782,Pune,2021-09-21,18-24,Male,True
CUST01281,Upasna Sankaran,yochana85@example.com,4002920928,Mumbai,2022-02-26,25-34,Female,False
CUST01282,Harshil Golla,madhav20@example.net,7570377228,Ahmedabad,2022-06-12,45-54,Female,True
CUST01283,Harinakshi Basu,janakijoshi@example.net,5405951914,Bengaluru,2021-12-04,18-24,Female,False
CUST01284,Vyanjana Panchal,sai98@example.org,+910560608777,Ahmedabad,2021-08-25,25-34,Other,False
CUST01285,Teerth Borra,vihaan72@example.net,00960458009,Chennai,2022-09-14,25-34,Male,False
CUST01286,Vyanjana Bava,sulebalhaar@example.net,+916208570536,Mumbai,2022-05-04,18-24,Female,False
CUST01287,Falan Lanka,yahvi85@example.com,+916264517736,Pune,2021-12-07,25-34,Female,False
CUST01288,Eta Randhawa,hgoda@example.net,00278934103,Chennai,2021-05-26,25-34,Other,True
CUST01289,Thomas Shan,logan67@example.com,3981872952,Kolkata,2021-12-30,25-34,Female,False
CUST01290,Zaitra Krishna,zkulkarni@example.net,04417997339,Kolkata,2021-05-23,35-44,Male,False
CUST01291,Gayathri Sachdeva,ranbir83@example.org,5576829102,Ahmedabad,2022-03-05,25-34,Female,False
CUST01292,Lucky Prashad,ranaanya@example.net,4868359992,Jaipur,2021-01-15,18-24,Female,False
CUST01293,Jhalak Pall,narainhritik@example.net,+913087111608,Delhi,2022-03-05,55+,Male,False
CUST01294,Harini Ram,michaeldutta@example.com,1457326400,Jaipur,2022-12-10,35-44,Female,False
CUST01295,Anirudh Mani,harita89@example.net,7058430384,Indore,2021-02-26,35-44,Female,False
CUST01296,Ganga Sankaran,chaitanyagoda@example.org,2602699114,Jaipur,2021-11-22,18-24,Female,False
CUST01297,Tanveer Atwal,radhadhawan@example.org,04273859554,Indore,2022-03-26,18-24,Male,False
CUST01298,Bachittar Dave,pratyush75@example.org,3804170634,Indore,2022-12-24,18-24,Female,False
CUST01299,Balvan Radhakrishnan,mason60@example.com,6776428159,Pune,2021-06-01,18-24,Female,False
CUST01300,Ayush Halder,anamikabasak@example.com,+914847220379,Mumbai,2021-01-29,25-34,Male,True
CUST01301,Finn Wali,idave@example.com,+919359618302,Pune,2022-11-12,55+,Male,False
CUST01302,Lakshmi Bumb,jatin30@example.org,+915550717128,Indore,2021-04-21,25-34,Male,False
CUST01303,Sudiksha Subramaniam,nilima33@example.net,07847979777,Chennai,2021-08-11,25-34,Female,False
CUST01304,Ojas Setty,jacobpuri@example.net,+918666498794,Kolkata,2022-03-14,25-34,Female,False
CUST01305,Benjamin Uppal,gautamibobal@example.org,06056936139,Indore,2022-05-11,18-24,Male,False
CUST01306,Zaid Pradhan,balakrishnanbaljiwan@example.com,1638153016,Pune,2021-04-20,35-44,Male,False
CUST01307,Quincy Bhardwaj,jagvi69@example.net,+915305756119,Chennai,2022-01-06,25-34,Male,False
CUST01308,Oviya Thaman,issacfaqid@example.org,8443707978,Pune,2022-05-22,35-44,Female,True
CUST01309,Barkha Sarma,teerthsethi@example.com,7296238986,Jaipur,2021-03-21,55+,Male,False
CUST01310,Mitesh Munshi,ridhi19@example.net,04534116689,Bengaluru,2022-06-21,25-34,Male,False
CUST01311,Sanya Bhatia,ekbal54@example.com,04999711224,Ahmedabad,2021-04-06,25-34,Male,False
CUST01312,Brijesh Shetty,zehaandalia@example.com,8585506677,Delhi,2022-04-20,45-54,Female,False
CUST01313,Siddharth Mammen,forum29@example.com,+918439420540,Pune,2021-02-06,35-44,Male,False
CUST01314,Samar Prakash,imandal@example.com,+914882641404,Delhi,2021-02-25,25-34,Male,False
CUST01315,Anusha Goyal,bsarkar@example.org,00531868639,Hyderabad,2021-02-03,55+,Female,False
CUST01316,Ranveer Chand,karelijah@example.net,5700147237,Pune,2022-08-14,18-24,Male,False
CUST01317,Rayaan Bhatt,hemalgoel@example.com,+917094836198,Bengaluru,2021-03-29,55+,Male,False
CUST01318,Vinaya Shere,balasubramanianlavanya@example.org,7558837765,Delhi,2022-09-24,18-24,Female,False
CUST01319,Gunbir Shan,chasmum22@example.org,02883874091,Indore,2021-03-30,25-34,Male,False
CUST01320,Rishi Kapoor,vidhitandon@example.net,05672579369,Pune,2021-03-11,45-54,Female,True
CUST01321,Rohan Saraf,udyatiranganathan@example.com,08422899144,Mumbai,2022-11-22,25-34,Male,False
CUST01322,Vivaan Pathak,ayush07@example.com,2348976650,Ahmedabad,2022-02-19,25-34,Female,False
CUST01323,Frederick Bhagat,ranveer53@example.com,00415306850,Bengaluru,2021-10-07,25-34,Male,False
CUST01324,Naksh Taneja,thora@example.com,00358568407,Delhi,2022-11-28,55+,Female,False
CUST01325,Vansha Wali,jbora@example.org,2282693988,Bengaluru,2021-05-18,45-54,Male,False
CUST01326,Lajita Deshmukh,radhakrishnanpatrick@example.com,+919970108649,Chennai,2021-12-24,35-44,Male,False
CUST01327,Sarthak Sha,apanchal@example.org,1285742931,Ahmedabad,2022-08-20,25-34,Female,False
CUST01328,Chaitanya Choudhury,rwason@example.com,5998078342,Indore,2022-10-01,45-54,Other,False
CUST01329,Gautami Ramanathan,dalalyash@example.com,+912427776984,Pune,2022-03-05,25-34,Male,True
CUST01330,Raagini Deshpande,achander@example.com,2251691511,Pune,2022-02-01,25-34,Female,False
CUST01331,Vansha Nayak,behltanvi@example.org,+919071009490,Pune,2021-11-02,35-44,Male,False
CUST01332,Zansi Sen,edhitha79@example.net,01584906418,Ahmedabad,2022-07-06,25-34,Female,False
CUST01333,Aahana Badami,charan06@example.com,4417747527,Mumbai,2022-06-10,18-24,Male,False
CUST01334,Eiravati Manne,haggarwal@example.org,4787065487,Hyderabad,2022-08-19,18-24,Female,False
CUST01335,Zinal Vyas,umang53@example.net,6655530189,Kolkata,2021-06-28,18-24,Male,False
CUST01336,Mason Krishnan,shethvaishnavi@example.org,+919020001493,Jaipur,2021-12-23,45-54,Male,False
CUST01337,Bhavya Ganguly,arjunshere@example.com,+915838694013,Delhi,2021-07-07,25-34,Male,False
CUST01338,Charan Salvi,prasaddevika@example.com,8545148872,Mumbai,2021-08-06,35-44,Male,False
CUST01339,Simon Reddy,fkanda@example.org,+917165360905,Indore,2022-03-28,25-34,Female,False
CUST01340,Urvashi Saha,gabadayamai@example.com,+912709922181,Delhi,2022-07-17,25-34,Other,True
CUST01341,Arin Varma,prabhulekha@example.com,03482916626,Pune,2022-04-13,25-34,Female,False
CUST01342,Urmi Wali,baghyawati67@example.com,6839620309,Bengaluru,2021-08-26,35-44,Male,False
CUST01343,Victor Swamy,charita61@example.net,08576018320,Indore,2022-03-05,35-44,Male,False
CUST01344,Samarth Lalla,barora@example.net,0202076380,Delhi,2022-01-20,55+,Female,False
CUST01345,Jeet Kumar,vanya42@example.com,06688525633,Pune,2022-09-06,35-44,Female,True
CUST01346,Yachana Sane,xkala@example.org,6158179109,Delhi,2021-09-09,25-34,Male,True
CUST01347,Amaira Thakkar,ojasjani@example.com,0349405982,Bengaluru,2022-10-16,35-44,Female,True
CUST01348,Ekiya More,moraramrita@example.net,2684185677,Pune,2022-08-10,55+,Other,False
CUST01349,Theodore Rajagopalan,isodhi@example.org,1196131271,Hyderabad,2022-05-15,35-44,Female,True
CUST01350,Laksh Issac,dkumer@example.net,05783361593,Mumbai,2021-02-08,18-24,Male,True
CUST01351,Varsha Goswami,saranvidhi@example.org,05989886763,Chennai,2021-02-10,25-34,Male,False
CUST01352,Reyansh Grewal,raghav05@example.net,08705943217,Jaipur,2021-11-21,35-44,Male,False
CUST01353,Qasim Pant,janisai@example.net,04319923317,Ahmedabad,2021-06-10,35-44,Male,False
CUST01354,Zayyan Singh,nidraperi@example.net,6055578017,Jaipur,2021-12-23,18-24,Male,True
CUST01355,Samarth Pradhan,agaba@example.com,05876256915,Indore,2022-10-01,45-54,Male,False
CUST01356,Mitali Devi,mbrahmbhatt@example.com,+915918430223,Jaipur,2021-11-23,55+,Female,True
CUST01357,Kai Pandit,mohinisha@example.com,+911829873528,Pune,2022-12-18,18-24,Male,False
CUST01358,Omaja Sani,kminhas@example.net,5258421429,Hyderabad,2022-04-06,45-54,Male,False
CUST01359,Ekta Karan,akohli@example.com,06740414665,Chennai,2021-07-01,18-24,Female,False
CUST01360,Harinakshi Magar,amaharaj@example.org,+914452595167,Mumbai,2022-08-28,18-24,Female,False
CUST01361,Anita Sani,pnath@example.net,1169766428,Mumbai,2021-09-23,18-24,Female,False
CUST01362,Gopal Nadkarni,janichandran@example.net,6338747723,Bengaluru,2021-12-20,18-24,Male,False
CUST01363,Ryan Sachdev,advik22@example.net,+919536248952,Ahmedabad,2021-02-12,45-54,Female,False
CUST01364,Yashvi Venkatesh,niharika26@example.net,5282697781,Delhi,2021-02-12,18-24,Female,False
CUST01365,Varenya Rege,yadavi80@example.org,02984140654,Hyderabad,2022-04-08,25-34,Male,False
CUST01366,Faras Sur,orinder18@example.net,+914266561421,Delhi,2021-05-13,18-24,Female,False
CUST01367,Kiaan Patla,yogiharini@example.org,+910904240357,Chennai,2021-12-07,25-34,Male,False
CUST01368,Advik Narayan,hemangshukla@example.com,8737435706,Jaipur,2021-03-19,18-24,Male,False
CUST01369,Garima Raj,warjas44@example.org,4127320820,Mumbai,2021-12-17,35-44,Male,False
CUST01370,Ekanta Kota,lpurohit@example.net,09717816413,Chennai,2022-09-13,18-24,Male,False
CUST01371,Samarth Trivedi,merchantbaghyawati@example.org,06915956624,Jaipur,2021-02-09,45-54,Male,False
CUST01372,Forum Anne,tanvi19@example.com,1903525182,Mumbai,2022-05-07,45-54,Female,False
CUST01373,Noah Narayan,niharikalal@example.net,+915311026934,Jaipur,2021-09-06,18-24,Male,True
CUST01374,Dhruv Khalsa,lsarna@example.org,4852834585,Ahmedabad,2022-12-07,45-54,Other,False
CUST01375,Nilima Ganesan,upasnakannan@example.com,08191440364,Hyderabad,2021-04-07,18-24,Female,False
CUST01376,Aarini Raghavan,enatt@example.org,02270647625,Indore,2021-06-06,18-24,Male,False
CUST01377,Mitali Chaudry,qushiuppal@example.com,04823204944,Chennai,2022-01-31,18-24,Male,False
CUST01378,Tanveer Patel,acharyahenry@example.net,8180466846,Chennai,2021-04-17,25-34,Female,False
CUST01379,Aishani Goswami,yrama@example.net,00645055074,Kolkata,2022-05-20,25-34,Female,False
CUST01380,Matthew Bahri,sibalbaljiwan@example.org,6526035416,Pune,2021-03-09,35-44,Male,False
CUST01381,Ekantika Srivastava,fariq43@example.org,4486466792,Ahmedabad,2022-10-29,25-34,Male,False
CUST01382,Dalaja Barad,anthonyjoshi@example.net,+915843325164,Ahmedabad,2021-03-22,35-44,Female,False
CUST01383,Lajita Biswas,goswamiyahvi@example.com,08952009210,Delhi,2021-09-13,18-24,Male,False
CUST01384,Samaksh Om,senguptasiddharth@example.org,0963531742,Jaipur,2021-01-14,35-44,Female,False
CUST01385,Turvi Sane,kavyamaster@example.net,+914875963351,Pune,2022-02-26,18-24,Female,False
CUST01386,Baljiwan Rama,smani@example.org,+913193888198,Hyderabad,2021-03-08,18-24,Male,False
CUST01387,Vincent Kulkarni,ndhawan@example.org,5669037954,Hyderabad,2021-11-09,18-24,Male,False
CUST01388,Yashawini Dora,ayushmanramesh@example.org,07530436684,Ahmedabad,2022-09-04,18-24,Male,False
CUST01389,Jyoti Ramakrishnan,laksh85@example.net,09102635382,Hyderabad,2022-08-11,25-34,Female,False
CUST01390,Aarna Palla,bhagatlajita@example.net,09076220182,Kolkata,2022-11-16,45-54,Male,False
CUST01391,Yatin Palla,semjhalak@example.net,+913782795405,Chennai,2022-11-24,18-24,Male,True
CUST01392,Laban Ahluwalia,cwadhwa@example.com,09668899012,Bengaluru,2022-02-24,35-44,Female,False
CUST01393,Peter Wali,chandani38@example.net,+912102008634,Indore,2021-08-15,35-44,Male,False
CUST01394,Triya Goda,neel94@example.com,+915549172803,Delhi,2022-09-05,45-54,Male,False
CUST01395,Samaksh Shroff,riya57@example.com,00392012094,Jaipur,2022-09-24,18-24,Female,False
CUST01396,Victor Patla,vbala@example.net,2712254995,Indore,2022-05-06,25-34,Male,True
CUST01397,Vedika Mital,chanaarya@example.com,02534788272,Jaipur,2021-06-30,55+,Female,False
CUST01398,Urvi Pandey,manyanazareth@example.net,+917649160517,Mumbai,2022-08-16,35-44,Female,False
CUST01399,Tara Baral,noah45@example.com,7239559509,Indore,2021-11-30,25-34,Male,False
CUST01400,Ubika Sen,usarin@example.com,05165888675,Bengaluru,2021-09-24,18-24,Male,False
CUST01401,Gavin Luthra,joshua44@example.net,00575520552,Ahmedabad,2021-12-18,25-34,Male,False
CUST01402,Tripti Sarin,zayyannori@example.org,04607381894,Kolkata,2021-02-14,25-34,Female,False
CUST01403,Udyati Wali,nidhiapte@example.org,+910362199897,Chennai,2021-01-18,35-44,Male,False
CUST01404,Osha Buch,varmayuvraj@example.net,+916238052095,Chennai,2021-06-27,18-24,Female,True
CUST01405,Avni Panchal,chakradhar31@example.com,09609290642,Kolkata,2021-10-29,25-34,Female,False
CUST01406,Gaurika Zachariah,singhalmadhav@example.net,+918994816490,Pune,2021-05-10,25-34,Male,False
CUST01407,Leela Khurana,reva63@example.org,06483849835,Mumbai,2022-07-27,25-34,Female,False
CUST01408,Balendra Mutti,anjalijoshi@example.net,01495726033,Jaipur,2021-11-03,35-44,Male,False
CUST01409,Tanish Dash,shahupadhriti@example.net,7159335668,Bengaluru,2021-03-02,45-54,Female,False
CUST01410,Jairaj Brar,pushti24@example.net,+913952634169,Hyderabad,2022-09-22,25-34,Female,False
CUST01411,Anvi Kala,tpadmanabhan@example.net,0475983885,Indore,2021-08-18,45-54,Male,True
CUST01412,Aachal Kapur,daratimothy@example.net,02084488147,Mumbai,2021-04-11,18-24,Male,False
CUST01413,Krisha Koshy,deepkala@example.net,05952633184,Indore,2021-11-10,18-24,Female,False
CUST01414,Daksh Rana,wriddhishnarang@example.com,7282941217,Bengaluru,2022-03-21,25-34,Female,True
CUST01415,Waida Saraf,ynarayan@example.net,2026910961,Delhi,2022-11-29,18-24,Female,True
